stock_id,date_id,seconds_in_bucket,imbalance_size,imbalance_buy_sell_flag,reference_price,matched_size,far_price,near_price,bid_price,bid_size,ask_price,ask_size,wap,target,time_id,row_id,imb_s1,imb_s2,reference_price_far_price_diff,reference_price_near_price_diff,reference_price_ask_price_diff,reference_price_bid_price_diff,reference_price_wap_diff,far_price_near_price_diff,far_price_ask_price_diff,far_price_bid_price_diff,far_price_wap_diff,near_price_ask_price_diff,near_price_bid_price_diff,near_price_wap_diff,ask_price_bid_price_diff,ask_price_wap_diff,bid_price_wap_diff,prediction
32,450,80,1042846.91,1,1.001203,5264214.42,,,1.000903,21344.0,1.001203,16146.24,1.001074,-0.7200241,24758,450_80_32,0.1386430174893519,-0.6693081435439283,,,0.0,0.00029999999999996696,0.00012900000000004574,,,,,,,,0.00029999999999996696,0.00012900000000004574,-0.00017099999999992122,0.37104586
33,450,80,2662496.26,-1,1.001334,2171040.4,,,1.001334,695.4,1.001679,11594.0,1.001353,28.289557,24758,450_80_33,-0.8868293000471952,0.10167624548439855,,,-0.0003450000000000397,0.0,-1.8999999999991246e-05,,,,,,,,0.0003450000000000397,0.0003260000000000485,-1.8999999999991246e-05,0.4270344
34,450,80,9064177.97,1,1.001491,29551294.65,,,1.000607,7466.6,1.001505,1494.66,1.001355,-2.4801493,24758,450_80_34,0.6664174457609756,-0.5305416531245345,,,-1.4000000000180535e-05,0.0008839999999998849,0.00013599999999991397,,,,,,,,0.0008980000000000654,0.0001500000000000945,-0.0007479999999999709,-0.114322715
35,450,80,7438509.12,1,1.002194,13793323.15,,,1.001908,10523.0,1.002289,12316.59,1.002084,4.119873,24758,450_80_35,-0.07852986853091497,-0.2993059642327327,,,-9.499999999995623e-05,0.00028600000000000847,0.0001100000000000545,,,,,,,,0.0003809999999999647,0.00020500000000001073,-0.00017599999999995397,0.6643678
36,450,80,6549684.96,-1,1.000517,21990795.07,,,1.000454,6741.42,1.000579,17979.36,1.000488,-2.4199486,24758,450_80_36,-0.4545948792877895,-0.5410248914443363,,,-6.20000000000065e-05,6.300000000014627e-05,2.9000000000056758e-05,,,,,,,,0.00012500000000015277,9.100000000006325e-05,-3.4000000000089514e-05,0.19866847
37,450,80,6999366.4,1,1.001938,30631024.82,,,1.00166,7544.95,1.001938,8409.57,1.001792,3.5202503,24758,450_80_37,-0.05419279301414269,-0.6279939605687682,,,0.0,0.00027800000000000047,0.00014599999999997948,,,,,,,,0.00027800000000000047,0.00014599999999997948,-0.000132000000000021,0.37104586
38,450,80,4752028.53,1,1.000284,26601341.47,,,1.000156,36008.8,1.000284,34056.15,1.000222,1.219511,24758,450_80_38,0.027869141418069964,-0.6968728701252846,,,0.0,0.00012799999999990597,6.20000000000065e-05,,,,,,,,0.00012799999999990597,6.20000000000065e-05,-6.599999999989947e-05,0.16822848
39,450,80,1012542.5,1,0.99958,15272712.89,,,0.999072,50509.35,0.99958,11334.96,0.999487,-6.3198805,24758,450_80_39,0.6334356386222112,-0.8756491715049487,,,0.0,0.000508000000000064,9.300000000000974e-05,,,,,,,,0.000508000000000064,9.300000000000974e-05,-0.0004150000000000542,0.0993564
40,450,80,72380.09,-1,1.002535,4774135.52,,,1.002535,40875.84,1.002759,44.83,1.002758,-7.330179,24758,450_80_40,0.9978089312809394,-0.9701310814513193,,,-0.00022400000000000198,0.0,-0.00022300000000008424,,,,,,,,0.00022400000000000198,9.999999999177334e-07,-0.00022300000000008424,0.19830012
41,450,80,147885820.58,1,1.000625,430786108.54,,,1.000625,14927.67,1.000751,76871.3,1.000646,-5.3298473,24758,450_80_41,-0.6747747823314358,-0.4888785401949826,,,-0.00012599999999984846,0.0,-2.0999999999826713e-05,,,,,,,,0.00012599999999984846,0.00010500000000002174,-2.0999999999826713e-05,0.19866847
42,450,80,217364.03,-1,1.000538,2057185.18,,,0.999441,35312.5,1.001634,66533.2,1.000203,-1.1301041,24758,450_80_42,-0.30654902465199807,-0.8088728711215705,,,-0.0010959999999999859,0.0010969999999999036,0.0003349999999999742,,,,,,,,0.0021929999999998895,0.00143099999999996,-0.0007619999999999294,0.5301386
43,450,80,7662235.13,1,1.000771,3789394.76,,,0.999842,25903.2,1.000771,10099.58,1.000511,10.9303,24758,450_80_43,0.4389555473216235,0.3381911926250701,,,0.0,0.0009290000000000687,0.000260000000000149,,,,,,,,0.0009290000000000687,0.000260000000000149,-0.0006689999999999197,0.051173612
44,450,80,7497508.05,1,1.000894,17548724.69,,,1.000619,8004.04,1.001004,20563.74,1.000727,-3.61979,24758,450_80_44,-0.439645642748579,-0.4013065255896843,,,-0.0001100000000000545,0.0002750000000000252,0.00016700000000002824,,,,,,,,0.0003850000000000797,0.00027700000000008274,-0.00010799999999999699,0.6643678
45,450,80,205460560.77,1,1.000796,803020630.43,,,1.000733,41778.52,1.000796,7973.5,1.000786,-2.4801493,24758,450_80_45,0.6794703009043652,-0.5925346698325216,,,0.0,6.299999999992423e-05,1.0000000000065512e-05,,,,,,,,6.299999999992423e-05,1.0000000000065512e-05,-5.2999999999858716e-05,0.1523972
46,450,80,1776740.48,-1,1.001376,4252535.96,,,1.000956,15003.0,1.001797,24191.8,1.001278,0.36001205,24758,450_80_46,-0.23443926235112816,-0.4106289543426541,,,-0.0004210000000000047,0.00042000000000008697,9.800000000015352e-05,,,,,,,,0.0008410000000000917,0.0005190000000001582,-0.00032199999999993345,0.49199566
47,450,80,404440.87,1,1.000833,5174923.26,,,1.00066,3240.44,1.000833,16899.5,1.000688,11.479855,24758,450_80_47,-0.6782075815518815,-0.8550225937664333,,,0.0,0.00017299999999997873,0.00014500000000006175,,,,,,,,0.00017299999999997873,0.00014500000000006175,-2.799999999991698e-05,0.40148583
48,450,80,2982807.37,1,1.000188,11066551.38,,,1.000034,68379.5,1.00029,102595.5,1.000136,7.339716,24758,450_80_48,-0.20012282497441147,-0.5753817063002965,,,-0.00010199999999982445,0.00015399999999998748,5.200000000016303e-05,,,,,,,,0.00025599999999981193,0.00015399999999998748,-0.00010199999999982445,0.19866847
49,450,80,2347736.39,-1,1.002726,6648532.72,,,1.002726,84108.7,1.003123,33303.6,1.003011,0.08940697,24758,450_80_49,0.43270679477363105,-0.47806443731428133,,,-0.0003969999999999807,0.0,-0.00028500000000009074,,,,,,,,0.0003969999999999807,0.00011199999999988997,-0.00028500000000009074,0.17185913
50,450,80,0.0,0,0.999485,6824795.35,,,0.999173,35828.8,0.999485,19872.0,0.999374,-3.039837,24758,450_80_50,0.2864734438284549,-1.0,,,0.0,0.00031199999999997896,0.00011099999999997223,,,,,,,,0.00031199999999997896,0.00011099999999997223,-0.00020100000000000673,0.37104586
51,450,80,464146.2,-1,1.001291,1904181.27,,,1.001291,5379.0,1.002036,2691.5,1.001788,20.509958,24758,450_80_51,0.33300291183941516,-0.608038832569045,,,-0.0007449999999999957,0.0,-0.0004969999999999697,,,,,,,,0.0007449999999999957,0.000248000000000026,-0.0004969999999999697,0.52089
52,450,80,704487.34,-1,1.000526,3938623.86,,,1.000431,14579.7,1.000905,10570.0,1.000706,-3.2401085,24758,450_80_52,0.1594333133198408,-0.6965451355117233,,,-0.0003789999999999072,9.499999999995623e-05,-0.000180000000000069,,,,,,,,0.0004739999999998634,0.0001989999999998382,-0.0002750000000000252,0.43111035
53,450,80,1109097.99,1,1.000552,11904259.56,,,1.000325,77951.24,1.000552,53730.55,1.00046,-1.3697147,24758,450_80_53,0.18393348085562933,-0.829544683493308,,,0.0,0.00022700000000019926,9.200000000020303e-05,,,,,,,,0.00022700000000019926,9.200000000020303e-05,-0.00013499999999999623,0.16822848
54,450,80,11547083.1,1,1.000625,29146022.07,,,1.000012,81678.0,1.001041,124687.05,1.00042,-7.2598457,24758,450_80_54,-0.2084124710070819,-0.43247962760468783,,,-0.00041599999999997195,0.0006130000000001967,0.00020500000000001073,,,,,,,,0.0010290000000001687,0.0006209999999999827,-0.000408000000000186,0.6948131
55,450,80,5465417.12,1,1.000791,10923378.68,,,1.00061,18235.8,1.000791,7793.07,1.000737,-1.090169,24758,450_80_55,0.4011979774765482,-0.3330300545937609,,,0.0,0.00018099999999998673,5.3999999999998494e-05,,,,,,,,0.00018099999999998673,5.3999999999998494e-05,-0.00012699999999998823,0.075746305
56,450,80,0.0,0,1.000525,19272528.08,,,1.000309,12475.35,1.000634,5916.16,1.000529,10.52022,24758,450_80_56,0.35664227678967086,-1.0,,,-0.00010899999999991472,0.00021600000000021602,-3.999999999892978e-06,,,,,,,,0.00032500000000013074,0.00010500000000002174,-0.000220000000000109,0.16822848
57,450,80,5678761.66,1,1.001141,16524596.19,,,1.000491,984.5,1.001223,97536.78,1.000498,6.079674,24758,450_80_57,-0.9800144699703455,-0.4884772205749951,,,-8.199999999991547e-05,0.0006500000000000394,0.0006429999999999492,,,,,,,,0.0007319999999999549,0.0007249999999998646,-7.000000000090267e-06,1.4144439
58,450,80,15762064.04,-1,1.000514,58481338.15,,,1.000223,91743.65,1.000693,60444.9,1.000506,2.6202202,24758,450_80_58,0.20565771866543175,-0.5753948882982891,,,-0.00017900000000015126,0.0002909999999998192,8.000000000008e-06,,,,,,,,0.00046999999999997044,0.00018700000000015926,-0.0002829999999998112,0.43111035
59,450,80,6974227.45,1,1.000121,3479068.2,,,0.999904,11768.32,1.000121,137.94,1.000119,-5.0598383,24758,450_80_59,0.9768289958391635,0.33435955195622924,,,0.0,0.00021700000000002273,2.0000000000575113e-06,,,,,,,,0.00021700000000002273,2.0000000000575113e-06,-0.00021499999999996522,0.0871333
60,450,80,435655.73,1,1.000843,19540773.88,,,1.000702,28346.0,1.000843,16159.5,1.000792,-11.050105,24758,450_80_60,0.2738200896518408,-0.956383023542714,,,0.0,0.00014099999999994672,5.100000000002325e-05,,,,,,,,0.00014099999999994672,5.100000000002325e-05,-8.999999999992347e-05,0.16822848
61,450,80,90449.86,-1,1.0007,1056901.7,,,1.0007,122377.77,1.001896,149683.56,1.001238,-1.4901161,24758,450_80_61,-0.10036630343606713,-0.8423327894372671,,,-0.0011959999999999749,0.0,-0.0005380000000001495,,,,,,,,0.0011959999999999749,0.0006579999999998254,-0.0005380000000001495,0.039594837
62,450,80,305851.04,-1,0.999065,1307630.85,,,0.998873,470.01,0.999766,30891.57,0.998887,-7.659793,24758,450_80_62,-0.9700263825993461,-0.6208807277037364,,,-0.0007010000000000627,0.00019199999999996997,0.00017800000000001148,,,,,,,,0.0008930000000000327,0.0008790000000000742,-1.399999999995849e-05,0.6948131
63,450,80,875422.28,1,1.001166,4962953.08,,,1.000813,12125.24,1.001166,11336.0,1.000995,5.0997734,24758,450_80_63,0.03364016565194337,-0.7001144236125304,,,0.0,0.0003530000000000477,0.00017099999999992122,,,,,,,,0.0003530000000000477,0.00017099999999992122,-0.0001820000000001265,0.6339279
64,450,80,650513.2,-1,1.00027,5667809.16,,,1.00027,19350.27,1.00079,1444.8,1.000754,-5.5599213,24758,450_80_64,0.8610439878298078,-0.7940867328586254,,,-0.000520000000000076,0.0,-0.00048399999999992893,,,,,,,,0.000520000000000076,3.6000000000147026e-05,-0.00048399999999992893,0.0993564
65,450,80,3039785.71,1,1.000044,15801000.69,,,0.99979,94903.29,1.000044,22777.86,0.999995,4.9602985,24758,450_80_65,0.6128885552189114,-0.6773185953639388,,,0.0,0.00025399999999997647,4.899999999996574e-05,,,,,,,,0.00025399999999997647,4.899999999996574e-05,-0.00020500000000001073,0.19387731
66,450,80,1469519.26,-1,1.0009,437958.05,,,1.000645,392.9,1.001155,3931.0,1.000692,-3.029704,24758,450_80_66,-0.8182659173431394,0.5407986792776056,,,-0.00025500000000011624,0.0002549999999998942,0.00020799999999998597,,,,,,,,0.0005100000000000104,0.0004630000000001022,-4.6999999999908226e-05,2.36141
67,450,80,13109108.26,-1,1.001889,18587133.76,,,1.001889,1125.0,1.002691,50165.1,1.001907,-9.3102455,24758,450_80_67,-0.9561318851006334,-0.17282886395628302,,,-0.0008019999999999694,0.0,-1.8000000000073513e-05,,,,,,,,0.0008019999999999694,0.0007839999999998959,-1.8000000000073513e-05,0.49199566
68,450,80,2329277.71,1,1.000856,16052945.15,,,1.00058,17722.99,1.000856,3806.6,1.000807,-1.0001659,24758,450_80_68,0.6463843482388657,-0.7465727917956492,,,0.0,0.00027599999999994296,4.899999999996574e-05,,,,,,,,0.00027599999999994296,4.899999999996574e-05,-0.00022699999999997722,0.13451172
69,450,80,24854.57,1,1.003346,1351604.39,,,1.001371,114759.45,1.003346,204398.88,1.002082,0.8201599,24758,450_80_69,-0.2808619471094488,-0.9638862171379231,,,0.0,0.00197500000000006,0.0012640000000001539,,,,,,,,0.00197500000000006,0.0012640000000001539,-0.0007109999999999062,1.1846368
70,450,80,145160.48,1,1.002231,483056.67,,,1.001348,13041.0,1.002231,30259.1,1.001614,21.680593,24758,450_80_70,-0.3976457329197854,-0.5378652747700376,,,0.0,0.0008830000000001892,0.0006170000000000897,,,,,,,,0.0008830000000001892,0.0006170000000000897,-0.0002660000000000995,1.8151884
71,450,80,5320303.93,1,1.00096,24754021.56,,,1.000337,1443.28,1.000974,151641.0,1.000343,5.300045,24758,450_80_71,-0.9811439816028138,-0.6461896422735033,,,-1.399999999995849e-05,0.0006230000000000402,0.0006170000000000897,,,,,,,,0.0006369999999999987,0.0006310000000000482,-5.999999999950489e-06,1.4144439
72,450,80,44055893.38,1,1.001094,64217832.93,,,1.000938,38600.0,1.001094,68525.65,1.000994,-6.3699484,24758,450_80_72,-0.27935093042609305,-0.18621266891908816,,,0.0,0.00015599999999982295,9.999999999998899e-05,,,,,,,,0.00015599999999982295,9.999999999998899e-05,-5.599999999983396e-05,0.16415253
73,450,80,1660350.11,1,1.000055,4249168.43,,,0.999434,106354.9,1.000055,38092.6,0.999891,0.4196167,24758,450_80_73,0.4725751570639851,-0.4380760128726154,,,0.0,0.0006209999999998717,0.00016399999999994197,,,,,,,,0.0006209999999998717,0.00016399999999994197,-0.0004569999999999297,0.7033203
74,450,80,1390712.34,1,1.000978,8712939.02,,,1.000603,57565.2,1.001148,39671.1,1.000926,-5.0598383,24758,450_80_74,0.18402695289722049,-0.7247109405406087,,,-0.00017000000000000348,0.0003750000000000142,5.199999999994098e-05,,,,,,,,0.0005450000000000177,0.00022199999999994446,-0.00032300000000007323,0.43111035
75,450,80,15802772.35,1,1.000864,22573721.99,,,1.000679,22706.25,1.000864,21412.71,1.000774,-1.8197298,24758,450_80_75,0.02931936745562454,-0.17643481397785224,,,0.0,0.0001849999999998797,8.999999999992347e-05,,,,,,,,0.0001849999999998797,8.999999999992347e-05,-9.499999999995623e-05,0.057061646
76,450,80,2004699.5,-1,1.000403,2895518.44,,,1.000403,53149.04,1.000725,32297.2,1.000603,-4.4697523,24758,450_80_76,0.24403461170438862,-0.18179169802394546,,,-0.0003220000000001555,0.0,-0.00019999999999997797,,,,,,,,0.0003220000000001555,0.00012200000000017752,-0.00019999999999997797,0.057061646
77,450,80,3716258.3,1,1.001069,52235186.68,,,1.000627,41743.74,1.001128,1697.75,1.001108,-10.19001,24758,450_80_77,0.9218373955405305,-0.867161310978532,,,-5.900000000003125e-05,0.00044200000000005346,-3.900000000012227e-05,,,,,,,,0.0005010000000000847,1.999999999990898e-05,-0.00048100000000017573,0.0993564
78,450,80,46389.21,1,1.002355,464916.68,,,1.001193,85967.26,1.002355,24768.1,1.002095,-0.119805336,24758,450_80_78,0.552661408243943,-0.8185461544360461,,,0.0,0.0011620000000001074,0.000260000000000149,,,,,,,,0.0011620000000001074,0.000260000000000149,-0.0009019999999999584,-0.179637
79,450,80,2292384.74,1,1.000865,10534043.34,,,1.000059,102912.12,1.000865,47159.42,1.000612,-4.9197674,24758,450_80_79,0.37150748236474423,-0.6425529031617975,,,0.0,0.0008059999999998624,0.0002529999999998367,,,,,,,,0.0008059999999998624,0.0002529999999998367,-0.0005530000000000257,0.12033697
80,450,80,412238.42,1,0.999881,613416.05,,,0.999516,7408.8,0.999881,12297.6,0.999653,14.469624,24758,450_80_80,-0.24808184143222506,-0.19614561812420128,,,0.0,0.0003650000000000597,0.00022800000000000598,,,,,,,,0.0003650000000000597,0.00022800000000000598,-0.00013700000000005375,1.0379776
81,450,80,6608087.61,1,1.000567,20751131.16,,,1.000464,5439.84,1.000567,39637.2,1.000476,-1.2797117,24758,450_80_81,-0.7586425373094596,-0.5169388668914833,,,0.0,0.00010299999999996423,9.100000000006325e-05,,,,,,,,0.00010299999999996423,9.100000000006325e-05,-1.1999999999900979e-05,0.19866847
82,450,80,3151.1,1,1.001138,752062.11,,,0.996984,199440.0,1.001138,8584.42,1.000967,-56.669712,24758,450_80_82,0.9174671896693666,-0.9916550718174011,,,0.0,0.004154000000000102,0.00017100000000014326,,,,,,,,0.004154000000000102,0.00017100000000014326,-0.003982999999999959,-16.784184
83,450,80,54372316.83,1,1.001078,98762960.45,,,1.000741,205107.27,1.001078,295496.64,1.000879,-4.799962,24758,450_80_83,-0.18056065522940087,-0.289878625020112,,,0.0,0.0003369999999998097,0.0001989999999998382,,,,,,,,0.0003369999999998097,0.0001989999999998382,-0.00013799999999997148,0.6643678
84,450,80,29085494.72,1,0.999926,261397027.86,,,0.999846,58143.7,0.999926,28579.32,0.9999,1.540184,24758,450_80_84,0.34090579410172756,-0.7997435820808134,,,0.0,7.999999999996898e-05,2.599999999997049e-05,,,,,,,,7.999999999996898e-05,2.599999999997049e-05,-5.3999999999998494e-05,0.16822848
85,450,80,0.0,0,1.003162,1205914.59,,,1.002055,1791.9,1.003162,13535.64,1.002184,0.8702278,24758,450_80_85,-0.7661855718530175,-1.0,,,0.0,0.0011070000000001912,0.0009780000000001454,,,,,,,,0.0011070000000001912,0.0009780000000001454,-0.00012900000000004574,1.4357411
86,450,80,267115.49,-1,1.001187,1722252.81,,,1.001187,7635.3,1.001593,1404.48,1.00153,-17.359852,24758,450_80_86,0.6892667741914072,-0.7314569755635495,,,-0.00040599999999990644,0.0,-0.0003429999999999822,,,,,,,,0.00040599999999990644,6.299999999992423e-05,-0.0003429999999999822,0.2880797
87,450,80,13304009.56,1,1.000364,12086728.87,,,1.000128,67720.0,1.000364,36323.43,1.000282,-7.9500675,24758,450_80_87,0.3017640806344043,0.04794191761519404,,,0.0,0.000236000000000125,8.200000000013752e-05,,,,,,,,0.000236000000000125,8.200000000013752e-05,-0.00015399999999998748,0.057061646
88,450,80,6774958.99,-1,1.000971,116741009.77,,,1.00089,743.0,1.001133,4087.49,1.000927,-9.920001,24758,450_80_88,-0.6923707532776178,-0.8902982495621403,,,-0.00016199999999999548,8.099999999999774e-05,4.4000000000155026e-05,,,,,,,,0.00024299999999999322,0.0002060000000001505,-3.6999999999842714e-05,0.46155033
89,450,80,13169438.33,1,1.000701,24198685.66,,,1.000497,6785.46,1.000701,1573.76,1.000662,-2.080202,24758,450_80_89,0.6234672612994993,-0.2951512185345861,,,0.0,0.000204000000000093,3.900000000012227e-05,,,,,,,,0.000204000000000093,3.900000000012227e-05,-0.00016499999999997073,0.075746305
90,450,80,598151.26,-1,1.001196,2979666.26,,,1.001055,2134.95,1.001477,2847.8,1.001236,-1.6498566,24758,450_80_90,-0.14306356931413383,-0.6656334446034018,,,-0.0002809999999999757,0.00014099999999994672,-4.0000000000040004e-05,,,,,,,,0.00042199999999992244,0.0002409999999999357,-0.00018099999999998673,0.46155033
91,450,80,346160.84,1,1.000607,16267561.91,,,1.000227,1524.82,1.000607,32191.2,1.000244,12.340546,24758,450_80_91,-0.909549229120163,-0.9583283234939021,,,0.0,0.00038000000000004697,0.00036300000000011323,,,,,,,,0.00038000000000004697,0.00036300000000011323,-1.6999999999933735e-05,0.7619615
92,450,80,649114.95,1,1.001421,1044727.69,,,1.000725,8906.3,1.001421,4312.5,1.001194,4.309416,24758,450_80_92,0.3475201985051593,-0.23355932284240996,,,0.0,0.0006959999999998079,0.00022699999999997722,,,,,,,,0.0006959999999998079,0.00022699999999997722,-0.00046899999999983066,0.557277
93,450,80,90483.95,1,1.002957,3612389.49,,,1.002587,2735.08,1.002957,22620.15,1.002627,13.990402,24758,450_80_93,-0.7842591055178753,-0.9511277112403819,,,0.0,0.0003700000000002035,0.0003300000000001635,,,,,,,,0.0003700000000002035,0.0003300000000001635,-4.0000000000040004e-05,0.685665
94,450,80,1313618.27,-1,1.000016,1107649.04,,,0.999901,3473.0,1.000535,3475.2,1.000218,0.36001205,24758,450_80_94,-0.0003166287671626922,0.08506670417980408,,,-0.0005189999999999362,0.00011499999999997623,-0.00020200000000003548,,,,,,,,0.0006339999999999124,0.0003169999999999007,-0.0003170000000000117,0.31994355
95,450,80,102319450.07,1,1.000721,137921311.22,,,1.000629,54020.0,1.000721,16639.7,1.0007,-6.9600344,24758,450_80_95,0.5290186626889161,-0.14819242562682444,,,0.0,9.199999999998099e-05,2.1000000000048757e-05,,,,,,,,9.199999999998099e-05,2.1000000000048757e-05,-7.099999999993223e-05,0.041230377
96,450,80,26629463.25,1,1.000223,36044420.1,,,1.0,26954.85,1.000223,16822.5,1.000137,-8.419752,24758,450_80_96,0.23145188093843047,-0.15022137366887767,,,0.0,0.00022300000000008424,8.60000000000305e-05,,,,,,,,0.00022300000000008424,8.60000000000305e-05,-0.00013700000000005375,0.057061646
97,450,80,1583388.54,1,1.000651,9550468.43,,,1.000439,1703.52,1.001074,2367.5,1.000705,0.49948692,24758,450_80_97,-0.16309917416274056,-0.7155723224635605,,,-0.0004230000000000622,0.00021199999999987895,-5.3999999999998494e-05,,,,,,,,0.0006349999999999412,0.0003690000000000637,-0.00026599999999987745,0.46155033
98,450,80,0.0,0,1.001966,3268291.11,,,1.000582,109592.34,1.001966,69344.72,1.00143,-12.739897,24758,450_80_98,0.22492612765628314,-1.0,,,0.0,0.0013839999999998298,0.0005359999999998699,,,,,,,,0.0013839999999998298,0.0005359999999998699,-0.0008479999999999599,0.17609458
99,450,80,316211.78,-1,1.00132,4977181.83,,,1.00132,85555.47,1.001957,85971.88,1.001638,-5.9998035,24758,450_80_99,-0.0024276594957014347,-0.8805258768580407,,,-0.0006369999999999987,0.0,-0.00031800000000004047,,,,,,,,0.0006369999999999987,0.0003189999999999582,-0.00031800000000004047,0.43111035
100,450,80,254160.09,1,1.002633,448781.16,,,1.000375,41261.02,1.002633,12432.0,1.002111,-2.5701523,24758,450_80_100,0.5369230488432202,-0.27686676518130066,,,0.0,0.0022580000000000933,0.0005220000000001335,,,,,,,,0.0022580000000000933,0.0005220000000001335,-0.0017359999999999598,-0.9677845
101,450,80,5764744.52,-1,1.000663,4548733.33,,,1.00043,122452.0,1.001933,9331.0,1.001827,-19.40012,24758,450_80_101,0.8583884112518306,0.11790505663421767,,,-0.0012699999999998823,0.00023300000000014975,-0.0011639999999999429,,,,,,,,0.001503000000000032,0.00010599999999993948,-0.0013970000000000926,-8.017412
102,450,80,1763249.24,-1,1.001067,7085182.79,,,1.000999,59388.0,1.001539,42930.95,1.001312,-1.1301041,24758,450_80_102,0.16084068493666132,-0.6014549845618241,,,-0.00047200000000002795,6.799999999995698e-05,-0.00024500000000005073,,,,,,,,0.0005399999999999849,0.00022699999999997722,-0.0003130000000000077,0.43111035
103,450,80,3079798.81,1,1.000277,6271085.8,,,0.999954,19819.2,1.000277,2106.47,1.000246,-2.670288,24758,450_80_103,0.8078535342363539,-0.34128182766656984,,,0.0,0.00032300000000007323,3.100000000011427e-05,,,,,,,,0.00032300000000007323,3.100000000011427e-05,-0.00029199999999995896,0.075746305
104,450,80,759662.26,-1,1.001136,13066165.66,,,1.001136,87262.56,1.001454,51801.05,1.001336,8.080006,24758,450_80_104,0.25500208142158826,-0.8901096897204837,,,-0.00031800000000004047,0.0,-0.00019999999999997797,,,,,,,,0.00031800000000004047,0.0001180000000000625,-0.00019999999999997797,0.16822848
105,450,80,13828319.24,1,1.000311,29752397.66,,,1.000181,53990.76,1.000311,29509.5,1.000265,3.8397312,24758,450_80_105,0.29318782959478207,-0.36539275975058594,,,0.0,0.00012999999999996348,4.599999999999049e-05,,,,,,,,0.00012999999999996348,4.599999999999049e-05,-8.399999999997299e-05,0.32942063
106,450,80,1948027.79,1,1.000883,3841373.59,,,1.000883,4891.0,1.001292,14679.0,1.000985,7.2801113,24758,450_80_106,-0.5001532958610118,-0.32703654069326243,,,-0.0004090000000001037,0.0,-0.0001020000000000465,,,,,,,,0.0004090000000001037,0.00030700000000005723,-0.0001020000000000465,0.46155033
107,450,80,557349.35,-1,0.998708,12062957.43,,,0.998708,6363.21,0.999598,4549.2,0.999227,-6.5398216,24758,450_80_107,0.16623367340486658,-0.9116741994127658,,,-0.0008899999999999464,0.0,-0.0005189999999999362,,,,,,,,0.0008899999999999464,0.0003710000000000102,-0.0005189999999999362,-0.29398885
108,450,80,834199.33,-1,1.000671,10971744.74,,,1.000605,42913.82,1.001201,302.39,1.001197,-8.490086,24758,450_80_108,0.9860057140596087,-0.8586814701045759,,,-0.0005299999999999194,6.600000000012152e-05,-0.0005259999999998044,,,,,,,,0.0005960000000000409,4.000000000115023e-06,-0.0005919999999999259,-0.451174
109,450,80,5581422.94,1,1.001061,25371395.98,,,1.000753,158775.78,1.001061,92404.8,1.000948,0.029802322,24758,450_80_109,0.2642361125211192,-0.6393593129966205,,,0.0,0.00030799999999997496,0.00011300000000002974,,,,,,,,0.00030799999999997496,0.00011300000000002974,-0.00019499999999994522,0.37104586
110,450,80,26726496.87,1,1.000418,119033396.75,,,1.000345,66944.55,1.000418,21672.28,1.0004,5.5503845,24758,450_80_110,0.5108766585308908,-0.6332805107600215,,,0.0,7.299999999998974e-05,1.8000000000073513e-05,,,,,,,,7.299999999998974e-05,1.8000000000073513e-05,-5.499999999991623e-05,0.1523972
111,450,80,257190.66,1,1.001328,894651.63,,,1.000377,10383.24,1.001328,12636.0,1.000806,-6.2698126,24758,450_80_111,-0.09786422140783103,-0.5534273012323587,,,0.0,0.0009509999999999241,0.0005219999999999114,,,,,,,,0.0009509999999999241,0.0005219999999999114,-0.0004290000000000127,0.90293634
112,450,80,168425008.85,1,1.000619,901668534.05,,,1.000561,58826.88,1.000619,278393.1,1.000571,-1.1700392,24758,450_80_112,-0.6511067938501153,-0.6852144189309639,,,0.0,5.799999999989147e-05,4.799999999982596e-05,,,,,,,,5.799999999989147e-05,4.799999999982596e-05,-1.0000000000065512e-05,0.19866847
113,450,80,3157241.49,1,1.000634,12884784.64,,,1.000396,86694.82,1.000634,3786.7,1.000624,-0.25987625,24758,450_80_113,0.9162989304335295,-0.606378712462551,,,0.0,0.00023799999999996047,1.0000000000065512e-05,,,,,,,,0.00023799999999996047,1.0000000000065512e-05,-0.00022799999999989495,0.1523972
114,450,80,1781197.42,1,1.00182,4268806.48,,,1.00116,37077.36,1.002074,8883.0,1.001897,-9.599924,24758,450_80_114,0.6134495030065039,-0.41117478618484865,,,-0.00025399999999997647,0.0006599999999998829,-7.700000000010476e-05,,,,,,,,0.0009139999999998594,0.0001769999999998717,-0.0007369999999999877,-0.42670095
115,450,80,1218236.95,1,1.001893,12679268.74,,,1.001395,8048.4,1.002042,82146.72,1.001453,-5.490184,24758,450_80_115,-0.8215335818611917,-0.8246826477823879,,,-0.00014900000000017677,0.0004979999999998874,0.00043999999999999595,,,,,,,,0.0006470000000000642,0.0005890000000001727,-5.799999999989147e-05,0.90293634
116,450,80,3120971.53,1,1.000496,5922063.16,,,1.00021,3673.53,1.000496,39195.52,1.000234,3.3402443,24758,450_80_116,-0.8286162161279524,-0.30975128660044987,,,0.0,0.00028600000000000847,0.00026199999999998447,,,,,,,,0.00028600000000000847,0.00026199999999998447,-2.4000000000024002e-05,0.6643678
